Production_ID,Plant_ID,Machine_ID,Operator_ID,Product_Type,Shift,Production_Date,Raw_Material_Batch,Temperature_C,Pressure_Bar,Humidity_Percent,Cycle_Time_Sec,Units_Produced,Defective_Units,Energy_Consumption_kWh,Downtime_Minutes,Maintenance_Score,Quality_Score,Inventory_Level,Delivery_Time_Hours
408,4,109,1055,B,Evening,2025-01-17 23:00:00,6155,75.67,9.38,67.01,135.85,121,10,291.62,36,9,82,2004,22.18
409,5,129,1027,D,Evening,2025-01-18 00:00:00,5849,73.7,14.46,50.59,114.41,144,17,245.12,15,4,97,2136,23.32
410,4,149,1036,C,Evening,2025-01-18 01:00:00,5196,70.65,11.54,47.75,146.52,353,7,287.53,55,7,88,1126,30.41
411,2,117,1006,A,Evening,2025-01-18 02:00:00,5018,75.56,12.92,61.26,83.07,375,6,299.6,43,1,76,355,28.94
412,2,116,1067,D,Morning,2025-01-18 03:00:00,5641,75.52,12.79,39.93,90.31,127,13,281.8,30,2,95,2518,20.33
413,5,125,1036,D,Evening,2025-01-18 04:00:00,6035,82.59,12.23,60.23,109.8,116,15,216.59,5,7,85,2663,22.76
414,4,107,1055,C,Evening,2025-01-18 05:00:00,6104,78.43,11.1,58.82,113.65,225,11,246.31,29,2,77,3051,29.52
415,1,146,1064,D,Night,2025-01-18 06:00:00,5329,76.08,13.86,36.24,125.44,370,8,269.01,36,6,95,369,21.76
416,5,139,1064,D,Morning,2025-01-18 07:00:00,5865,70.26,11.23,49.91,109.66,221,19,260.08,0,9,95,1027,24.85
417,2,148,1046,A,Morning,2025-01-18 08:00:00,5773,69.63,10.9,67.61,119.82,304,15,220.19,50,5,88,163,20.97
418,2,111,1019,A,Morning,2025-01-18 09:00:00,5391,77.99,13.32,43.34,116.92,112,18,238.54,41,7,76,4655,24.2
419,5,126,1018,A,Morning,2025-01-18 10:00:00,5636,74.0,12.22,56.7,150.07,351,15,264.07,24,1,92,1142,24.42
420,4,107,1028,B,Evening,2025-01-18 11:00:00,5306,76.25,14.04,46.96,107.93,452,8,189.63,45,8,73,4288,22.26
421,2,124,1073,B,Evening,2025-01-18 12:00:00,6290,79.89,11.91,49.33,94.75,295,12,250.77,56,9,79,4968,29.33
422,4,145,1059,A,Night,2025-01-18 13:00:00,6470,67.43,11.02,70.33,136.79,241,4,277.87,20,5,94,909,19.68
423,2,103,1017,A,Night,2025-01-18 14:00:00,6464,81.99,12.41,55.99,109.29,378,18,261.32,34,6,70,2141,24.58
424,2,132,1091,B,Morning,2025-01-18 15:00:00,5894,79.85,11.33,59.14,118.63,120,9,215.7,37,8,86,3188,32.92
425,3,100,1034,C,Night,2025-01-18 16:00:00,5651,64.73,11.07,54.1,110.31,415,6,222.74,4,4,90,1746,25.56
426,2,118,1042,D,Night,2025-01-18 17:00:00,5840,86.77,13.25,42.88,131.06,278,8,309.48,48,2,82,587,20.02
427,1,130,1094,D,Morning,2025-01-18 18:00:00,6025,76.61,14.75,45.52,99.39,483,13,212.49,49,8,88,3181,25.74
428,5,115,1090,A,Morning,2025-01-18 19:00:00,5519,72.61,11.63,64.43,78.01,112,14,297.43,11,2,95,1847,36.16
429,5,113,1010,C,Night,2025-01-18 20:00:00,6785,77.6,10.54,56.22,139.44,346,12,225.15,4,5,82,848,24.2
430,4,147,1048,B,Evening,2025-01-18 21:00:00,6674,70.11,11.77,48.84,123.71,294,9,295.21,8,6,78,3937,27.97
431,2,104,1037,A,Night,2025-01-18 22:00:00,5635,77.73,12.77,54.82,136.09,56,13,271.64,43,5,74,627,24.03
432,1,140,1063,C,Night,2025-01-18 23:00:00,6332,71.03,12.39,60.29,138.93,442,11,236.08,51,6,92,1267,25.38
433,4,125,1068,C,Evening,2025-01-19 00:00:00,5739,85.1,13.79,58.64,106.25,309,18,179.34,8,6,70,4749,23.61
434,3,127,1007,C,Evening,2025-01-19 01:00:00,6545,75.3,13.0,48.84,120.91,138,5,265.94,34,3,71,4710,18.91
435,4,101,1033,B,Morning,2025-01-19 02:00:00,5468,78.25,10.34,42.4,127.58,226,11,257.26,0,3,80,3641,25.87
436,4,149,1047,B,Morning,2025-01-19 03:00:00,5211,71.07,11.26,51.74,118.38,253,12,266.56,53,9,97,4572,17.88
437,2,105,1055,D,Night,2025-01-19 04:00:00,6135,79.08,9.93,63.87,115.32,183,7,271.58,46,3,73,3839,22.44
438,3,108,1075,D,Evening,2025-01-19 05:00:00,6031,74.94,13.72,61.84,116.8,131,15,197.43,9,3,78,583,33.56
439,4,132,1064,C,Morning,2025-01-19 06:00:00,5803,67.94,9.01,58.28,136.25,70,1,265.73,45,2,74,551,23.64
440,1,140,1030,C,Night,2025-01-19 07:00:00,5476,73.81,10.08,53.63,116.11,448,6,279.7,38,7,74,4169,19.38
441,1,124,1003,B,Evening,2025-01-19 08:00:00,5873,84.66,11.23,50.87,129.0,177,11,279.23,35,4,94,4497,25.2
442,5,147,1049,D,Night,2025-01-19 09:00:00,5459,79.29,12.85,53.78,125.2,244,6,199.88,57,1,77,3233,21.23
443,3,112,1068,C,Morning,2025-01-19 10:00:00,5252,73.11,11.22,61.25,105.54,243,18,296.17,36,6,71,1873,24.54
444,3,108,1029,D,Morning,2025-01-19 11:00:00,6549,65.65,11.45,63.08,124.53,233,13,267.15,51,5,76,1098,18.12
445,5,112,1087,D,Evening,2025-01-19 12:00:00,5751,70.84,11.48,52.91,96.92,296,8,272.22,47,2,86,2165,27.9
446,4,130,1058,C,Night,2025-01-19 13:00:00,6461,67.97,12.26,75.29,126.02,410,17,214.17,34,6,95,497,24.62
447,3,140,1066,B,Evening,2025-01-19 14:00:00,6777,65.77,10.17,55.74,133.37,409,10,280.28,16,1,96,1903,18.99
448,1,110,1074,C,Morning,2025-01-19 15:00:00,5980,78.93,10.58,52.22,136.82,373,15,181.04,12,3,80,2251,25.8
449,1,103,1044,C,Morning,2025-01-19 16:00:00,5853,75.31,14.52,66.81,105.71,209,18,216.07,5,4,84,2046,33.68
450,2,133,1003,D,Night,2025-01-19 17:00:00,6684,83.98,12.6,38.69,111.96,243,10,300.66,57,3,94,3817,20.02
451,3,137,1025,C,Night,2025-01-19 18:00:00,5235,70.01,13.14,58.84,124.26,159,17,278.34,36,6,72,3515,27.79
452,4,145,1026,B,Night,2025-01-19 19:00:00,6329,74.99,12.09,54.42,112.86,462,10,261.66,47,4,82,1494,26.09
453,5,103,1045,C,Evening,2025-01-19 20:00:00,5477,68.03,11.79,66.59,91.07,115,3,287.75,31,1,87,4228,26.02
454,5,137,1063,B,Night,2025-01-19 21:00:00,5678,72.03,12.69,59.84,111.87,467,17,290.53,10,5,89,2521,28.5
455,4,118,1090,B,Night,2025-01-19 22:00:00,6043,73.89,13.09,56.11,124.2,303,18,280.32,16,5,89,4019,22.61
456,2,105,1050,D,Morning,2025-01-19 23:00:00,5215,73.13,13.27,60.3,136.01,332,12,241.3,4,9,72,3183,24.76
457,5,133,1049,A,Morning,2025-01-20 00:00:00,5854,75.27,11.81,46.56,145.34,109,3,214.88,5,8,71,2888,24.49
458,3,117,1005,A,Night,2025-01-20 01:00:00,5134,79.86,13.43,62.73,121.87,167,9,223.46,9,8,74,1944,19.72
459,2,112,1058,D,Night,2025-01-20 02:00:00,5904,79.33,8.3,44.24,128.5,472,4,306.42,52,5,89,1904,26.29
460,3,140,1014,C,Morning,2025-01-20 03:00:00,6152,71.15,13.34,57.87,134.41,93,2,198.98,32,8,74,989,22.19
461,1,122,1029,D,Night,2025-01-20 04:00:00,5409,74.85,11.36,55.28,89.24,259,15,269.63,29,7,82,2603,33.15
462,2,118,1041,B,Evening,2025-01-20 05:00:00,6445,78.97,12.83,40.9,104.71,85,7,269.69,20,1,97,1993,21.46
463,5,144,1036,A,Evening,2025-01-20 06:00:00,6317,80.18,11.03,55.55,121.54,68,6,308.72,41,7,97,1766,17.4
464,2,110,1041,D,Evening,2025-01-20 07:00:00,6269,71.69,10.01,57.26,143.34,140,18,269.58,16,8,77,4444,29.6
465,2,100,1034,C,Night,2025-01-20 08:00:00,6724,78.54,12.51,49.76,129.45,350,13,233.07,26,3,96,3165,20.28
466,2,123,1086,D,Morning,2025-01-20 09:00:00,6579,76.66,9.75,46.9,124.95,261,14,233.7,2,9,85,3741,17.93
467,2,106,1005,A,Night,2025-01-20 10:00:00,5085,69.67,11.4,58.94,116.58,454,16,249.77,59,8,87,3175,25.94
468,3,124,1067,D,Night,2025-01-20 11:00:00,5555,79.0,10.78,57.9,126.4,456,0,295.31,28,2,94,1359,30.66
469,1,120,1017,D,Morning,2025-01-20 12:00:00,6865,75.76,11.74,56.81,111.05,271,5,282.26,1,6,95,2320,27.69
470,4,114,1072,A,Morning,2025-01-20 13:00:00,6398,66.29,13.2,55.07,108.3,266,14,206.57,28,4,85,2518,21.14
471,2,100,1028,B,Morning,2025-01-20 14:00:00,6469,73.53,11.27,50.47,109.61,272,11,261.15,48,3,70,2938,24.64
472,5,111,1076,B,Evening,2025-01-20 15:00:00,5377,75.2,12.47,73.18,140.11,460,19,283.01,35,6,77,2896,22.56
473,2,106,1058,A,Night,2025-01-20 16:00:00,6413,71.97,13.11,52.61,107.4,147,1,240.51,33,9,97,886,32.3
474,5,114,1046,D,Morning,2025-01-20 17:00:00,6680,81.14,11.09,48.08,114.02,68,4,163.6,36,2,90,3467,21.81
475,3,120,1016,A,Night,2025-01-20 18:00:00,6074,81.32,11.11,55.44,127.07,346,8,242.14,41,5,71,2547,24.49
476,5,118,1095,B,Evening,2025-01-20 19:00:00,5241,73.09,14.05,53.55,106.8,75,19,190.59,0,6,93,3229,24.85
477,4,128,1021,C,Evening,2025-01-20 20:00:00,6317,72.54,11.88,52.43,123.39,77,13,184.26,59,4,74,1998,18.2
478,1,124,1067,D,Morning,2025-01-20 21:00:00,5919,74.34,12.76,69.99,123.39,113,17,292.61,25,7,95,4603,23.04
479,5,132,1068,B,Morning,2025-01-20 22:00:00,6586,74.0,12.75,45.96,110.63,373,7,350.84,0,2,84,3684,23.12
480,5,148,1036,D,Night,2025-01-20 23:00:00,5265,72.04,10.2,55.3,116.12,272,1,304.57,58,7,83,4259,30.88
481,1,131,1048,A,Morning,2025-01-21 00:00:00,6143,56.46,10.86,46.5,105.85,129,8,145.58,57,2,95,4049,24.98
482,4,148,1012,C,Night,2025-01-21 01:00:00,5711,83.77,12.56,50.67,140.74,100,6,243.08,3,1,98,2567,22.11
483,2,134,1033,A,Morning,2025-01-21 02:00:00,6940,75.0,8.9,68.89,123.86,151,17,226.41,38,5,99,2293,23.27
484,5,143,1085,C,Night,2025-01-21 03:00:00,6271,74.11,11.68,57.25,104.27,225,15,191.16,13,2,72,116,23.67
485,1,137,1052,D,Night,2025-01-21 04:00:00,5069,76.63,10.7,57.15,121.89,59,4,268.59,45,8,76,3122,23.81
486,3,125,1086,D,Night,2025-01-21 05:00:00,6876,74.6,13.67,47.48,122.57,286,14,242.61,17,8,73,1366,28.64
487,1,110,1050,A,Night,2025-01-21 06:00:00,5056,72.85,12.52,51.6,86.35,472,4,203.44,33,1,80,578,28.89
488,3,134,1002,C,Evening,2025-01-21 07:00:00,6405,69.97,13.79,69.58,140.11,149,10,167.75,0,4,96,4396,19.05
489,4,107,1041,C,Night,2025-01-21 08:00:00,5038,65.81,11.94,58.99,105.16,427,13,225.64,52,9,95,4077,29.34
490,2,145,1097,D,Morning,2025-01-21 09:00:00,5800,68.23,11.83,52.28,151.35,277,18,250.32,21,5,81,3644,27.76
491,1,113,1031,A,Evening,2025-01-21 10:00:00,6466,69.42,11.54,58.52,131.93,452,2,245.26,15,6,84,4374,23.74
492,5,109,1050,C,Evening,2025-01-21 11:00:00,6041,78.25,11.25,57.14,103.1,113,9,292.51,21,3,75,4648,16.63
493,4,101,1084,D,Night,2025-01-21 12:00:00,6975,78.62,16.03,48.28,115.29,429,5,263.52,49,5,95,585,25.06
494,1,145,1045,B,Evening,2025-01-21 13:00:00,5731,70.59,13.21,52.05,133.84,68,2,236.21,15,1,93,4188,22.23
495,5,108,1020,A,Night,2025-01-21 14:00:00,5824,61.68,10.4,73.04,116.43,381,1,217.31,27,8,70,4773,26.77
496,1,102,1043,B,Morning,2025-01-21 15:00:00,5755,75.05,15.96,58.14,137.67,367,12,179.16,27,6,87,437,27.23
497,3,120,1010,A,Night,2025-01-21 16:00:00,5351,72.89,11.39,42.45,114.36,190,17,206.35,54,2,83,960,30.6
498,1,125,1067,D,Evening,2025-01-21 17:00:00,6995,72.77,12.48,59.08,118.82,74,1,304.33,21,4,98,2103,18.69
499,1,107,1000,C,Morning,2025-01-21 18:00:00,6839,79.78,13.41,65.42,134.25,277,14,284.59,55,4,93,1571,34.69
500,1,147,1091,C,Night,2025-01-21 19:00:00,6321,75.69,9.69,47.76,129.05,138,4,261.55,5,9,76,2142,28.48
501,4,101,1062,C,Morning,2025-01-21 20:00:00,5282,70.12,10.76,51.35,106.12,141,14,230.24,24,9,79,3528,27.57
502,1,105,1023,A,Morning,2025-01-21 21:00:00,6609,68.97,14.47,66.63,126.51,91,16,299.64,41,5,78,3220,33.58
503,5,127,1098,D,Evening,2025-01-21 22:00:00,5109,73.69,11.66,55.28,122.51,422,1,209.56,1,3,71,1619,25.59
504,3,128,1012,B,Morning,2025-01-21 23:00:00,6016,70.47,13.5,53.86,106.32,344,17,210.01,6,1,77,801,29.17
505,3,125,1097,D,Evening,2025-01-22 00:00:00,6203,74.64,11.32,44.31,99.14,463,14,246.26,52,6,91,4488,24.85
506,1,124,1010,B,Morning,2025-01-22 01:00:00,6961,80.13,11.86,63.56,91.03,438,19,162.67,16,8,70,4135,28.2
507,4,111,1099,A,Night,2025-01-22 02:00:00,5543,68.1,14.68,53.49,115.58,130,2,208.42,34,1,89,3844,29.81
508,4,104,1050,A,Morning,2025-01-22 03:00:00,6769,75.44,12.66,37.63,119.19,451,4,240.55,19,1,99,1273,29.29
509,5,133,1016,B,Night,2025-01-22 04:00:00,6817,79.58,11.48,42.42,127.57,156,10,231.55,43,7,71,1705,16.44
510,1,147,1098,B,Night,2025-01-22 05:00:00,5024,74.57,10.97,50.51,132.31,160,8,210.47,1,7,76,1979,21.93
511,3,136,1081,B,Morning,2025-01-22 06:00:00,5842,78.61,11.11,46.42,113.79,326,4,331.42,6,2,94,3493,29.86
512,4,114,1085,D,Night,2025-01-22 07:00:00,5790,73.56,13.86,47.67,118.75,263,0,304.53,31,3,85,2224,26.49
513,1,143,1023,B,Morning,2025-01-22 08:00:00,5737,75.85,13.15,73.76,108.62,280,13,318.58,48,2,91,4742,23.75
514,4,135,1018,A,Morning,2025-01-22 09:00:00,5056,77.2,10.28,60.66,121.31,355,4,246.04,18,6,73,1546,26.54
515,4,114,1036,A,Night,2025-01-22 10:00:00,5179,72.14,12.13,34.38,134.53,170,7,230.46,11,8,90,3406,18.48
516,3,142,1084,C,Night,2025-01-22 11:00:00,5231,84.95,11.9,52.49,121.52,183,13,314.07,8,8,96,3501,27.93
517,2,147,1007,B,Evening,2025-01-22 12:00:00,6917,77.89,12.47,54.28,137.45,355,15,253.41,26,1,86,3883,25.86
518,5,122,1027,D,Night,2025-01-22 13:00:00,5342,81.51,11.09,43.18,134.28,257,5,207.58,13,9,98,2472,24.43
519,5,105,1004,D,Evening,2025-01-22 14:00:00,5476,80.36,13.65,59.28,141.87,499,7,210.36,1,8,73,250,23.11
520,3,145,1016,D,Night,2025-01-22 15:00:00,6822,76.64,12.0,38.67,121.94,420,1,237.02,20,9,98,1759,25.16
521,4,149,1035,C,Morning,2025-01-22 16:00:00,5575,81.93,12.56,63.78,112.01,306,18,249.12,3,9,95,978,22.63
522,1,143,1018,A,Night,2025-01-22 17:00:00,5454,75.94,10.82,66.53,129.32,234,8,253.26,59,6,72,2419,22.38
523,4,142,1063,D,Morning,2025-01-22 18:00:00,6255,71.35,10.9,73.82,114.41,335,4,242.66,50,3,78,2983,32.94
524,3,144,1090,A,Morning,2025-01-22 19:00:00,5288,75.07,15.99,42.41,128.85,491,4,343.58,20,1,91,4095,16.07
525,5,120,1097,C,Morning,2025-01-22 20:00:00,6236,69.97,14.7,44.03,110.06,412,18,195.88,47,8,84,2515,16.17
526,4,122,1010,B,Evening,2025-01-22 21:00:00,5257,64.49,11.9,60.54,107.57,229,3,276.91,21,3,89,1615,27.91
527,5,142,1053,B,Night,2025-01-22 22:00:00,5529,70.74,14.3,64.46,138.25,470,15,230.9,48,7,72,3487,17.9
528,1,115,1044,B,Morning,2025-01-22 23:00:00,5686,75.36,13.82,61.47,104.81,97,15,248.45,1,6,81,689,13.98
529,5,146,1046,D,Morning,2025-01-23 00:00:00,5928,80.31,11.06,63.64,135.33,136,15,287.62,16,3,84,687,29.07
530,5,114,1011,B,Evening,2025-01-23 01:00:00,5228,70.72,10.91,66.01,128.79,434,6,178.69,18,6,98,2719,30.3
531,2,124,1020,D,Night,2025-01-23 02:00:00,6249,80.05,13.0,56.62,121.41,68,17,212.17,39,3,89,1295,17.46
532,2,135,1010,C,Night,2025-01-23 03:00:00,5595,68.95,12.39,53.3,91.61,95,0,244.65,23,9,77,4453,15.02
533,2,110,1091,C,Evening,2025-01-23 04:00:00,6826,70.4,11.4,44.05,142.28,435,2,309.05,19,1,81,2426,17.91
534,5,114,1004,D,Evening,2025-01-23 05:00:00,5434,82.25,13.08,52.62,105.98,105,7,308.84,37,8,90,2705,20.5
535,3,103,1080,A,Night,2025-01-23 06:00:00,5881,75.24,9.84,53.84,134.3,278,0,301.09,11,5,82,2638,33.57
536,5,120,1055,B,Evening,2025-01-23 07:00:00,6020,74.13,12.17,47.4,109.64,194,6,162.26,24,4,84,665,21.85
537,3,112,1019,B,Night,2025-01-23 08:00:00,6781,76.18,10.14,54.69,108.43,141,6,208.01,22,1,80,1856,28.16
538,3,121,1040,B,Night,2025-01-23 09:00:00,5401,68.97,10.19,46.5,130.03,131,7,209.65,49,9,86,4175,27.61
539,2,118,1045,D,Morning,2025-01-23 10:00:00,5621,73.35,10.94,63.91,128.08,274,18,247.79,58,9,90,1460,30.61
540,4,133,1011,C,Morning,2025-01-23 11:00:00,6789,75.01,12.54,58.41,102.82,128,16,175.88,33,5,93,2668,20.87
541,1,113,1069,B,Night,2025-01-23 12:00:00,5087,81.16,10.99,51.32,141.55,199,10,293.92,31,9,96,2473,23.95
542,2,103,1016,C,Night,2025-01-23 13:00:00,5583,66.65,10.17,56.51,116.91,410,14,170.22,50,9,81,1295,22.9
543,2,147,1018,B,Night,2025-01-23 14:00:00,6916,83.81,12.72,46.16,121.03,332,8,291.3,23,7,89,2231,26.69
544,4,145,1025,B,Night,2025-01-23 15:00:00,6565,74.38,14.24,46.97,115.54,360,16,284.83,41,8,99,2988,30.08
545,1,126,1047,D,Night,2025-01-23 16:00:00,6707,69.45,12.96,49.93,103.46,209,10,206.22,24,1,87,1667,34.89
546,5,128,1051,A,Night,2025-01-23 17:00:00,5308,68.54,14.7,53.46,131.03,365,5,300.48,2,4,98,3510,22.05
547,5,146,1095,D,Evening,2025-01-23 18:00:00,5905,76.37,14.11,56.13,124.34,414,8,236.67,24,4,85,2467,24.71
548,2,127,1069,B,Night,2025-01-23 19:00:00,5342,68.26,11.27,56.16,107.92,205,17,226.29,27,9,72,3443,28.33
549,1,134,1054,B,Evening,2025-01-23 20:00:00,5435,72.2,12.95,44.45,134.16,205,19,233.14,11,3,99,3197,27.06
550,2,107,1099,A,Evening,2025-01-23 21:00:00,5176,73.75,11.86,54.35,120.82,425,1,236.57,25,1,96,1360,32.58
551,3,115,1074,C,Night,2025-01-23 22:00:00,5138,80.72,13.59,48.46,121.15,251,3,240.25,47,5,78,1433,23.46
552,2,141,1032,C,Night,2025-01-23 23:00:00,5193,80.09,11.86,27.73,146.65,458,17,241.16,43,7,99,4428,22.01
553,2,135,1061,B,Evening,2025-01-24 00:00:00,6209,71.79,10.82,79.6,95.88,390,0,214.39,7,4,76,4744,30.88
554,5,129,1087,C,Evening,2025-01-24 01:00:00,6241,73.94,14.06,48.61,95.68,391,10,223.67,4,9,88,3436,25.52
555,5,117,1022,B,Night,2025-01-24 02:00:00,6187,67.02,12.48,49.05,99.06,166,2,227.14,10,6,74,3184,26.7
556,5,101,1014,A,Night,2025-01-24 03:00:00,6184,64.8,11.0,44.23,125.45,203,7,316.91,41,6,88,3487,23.64
557,3,148,1026,A,Evening,2025-01-24 04:00:00,5942,68.85,11.25,46.54,114.61,413,4,227.15,34,3,79,4813,28.64
558,5,112,1074,B,Evening,2025-01-24 05:00:00,5524,80.62,11.0,53.49,115.81,380,19,224.59,26,5,89,2531,19.67
559,1,103,1063,A,Evening,2025-01-24 06:00:00,6831,78.9,10.5,65.81,105.86,168,4,310.65,54,6,81,1116,21.71
560,4,125,1080,D,Morning,2025-01-24 07:00:00,6624,76.92,11.28,53.45,144.98,248,10,237.12,40,4,77,741,10.76
561,1,124,1050,D,Evening,2025-01-24 08:00:00,6859,67.71,12.56,52.41,150.02,450,11,214.39,43,3,99,4162,20.86
562,1,129,1052,A,Morning,2025-01-24 09:00:00,6065,71.44,12.1,64.6,133.48,312,8,205.72,37,5,72,415,28.66
563,5,110,1077,B,Night,2025-01-24 10:00:00,5914,70.71,11.34,50.8,97.39,233,12,193.19,18,7,88,2403,24.23
564,4,106,1090,B,Night,2025-01-24 11:00:00,5209,74.17,14.24,55.17,112.7,497,19,271.65,47,6,96,540,19.38
565,4,130,1081,A,Evening,2025-01-24 12:00:00,5740,73.85,8.98,47.63,132.41,197,2,177.83,52,2,80,1238,31.15
566,4,143,1091,C,Night,2025-01-24 13:00:00,5861,69.99,12.46,68.48,119.31,215,12,303.85,54,1,77,1014,24.69
567,3,109,1050,D,Night,2025-01-24 14:00:00,6298,76.75,11.79,63.39,133.53,124,10,246.35,55,5,95,2403,32.47
568,5,138,1046,C,Night,2025-01-24 15:00:00,5953,76.14,10.54,53.78,138.72,285,10,232.52,31,5,82,4242,28.28
569,4,112,1003,B,Night,2025-01-24 16:00:00,6302,71.36,12.55,51.8,148.61,363,19,240.87,45,6,95,3521,24.94
570,3,130,1006,B,Morning,2025-01-24 17:00:00,6274,76.52,11.67,54.75,110.18,321,6,268.52,27,3,92,2178,33.18
571,2,106,1034,C,Morning,2025-01-24 18:00:00,6333,80.62,13.87,53.89,121.22,228,16,231.21,35,1,92,4250,22.13
572,2,148,1047,A,Evening,2025-01-24 19:00:00,6743,82.14,13.3,42.63,113.39,332,15,242.33,17,4,79,2300,18.53
573,3,141,1072,C,Evening,2025-01-24 20:00:00,5832,77.45,14.86,63.66,89.99,100,13,292.12,9,4,87,4651,32.0
574,3,141,1071,C,Evening,2025-01-24 21:00:00,5139,77.31,11.28,53.18,130.52,124,0,263.88,31,2,81,135,27.02
575,5,135,1044,D,Night,2025-01-24 22:00:00,5791,73.8,14.09,70.19,128.45,193,10,200.0,17,8,76,917,30.97
576,5,119,1080,D,Night,2025-01-24 23:00:00,5545,80.15,10.25,58.37,111.8,392,12,221.69,11,6,95,2046,28.41
577,2,103,1080,C,Morning,2025-01-25 00:00:00,6844,69.65,11.83,34.83,96.03,237,0,178.74,50,3,80,4056,32.22
578,4,106,1096,C,Morning,2025-01-25 01:00:00,6016,79.57,11.3,44.75,114.24,172,1,274.61,7,1,79,4451,21.44
579,2,100,1095,B,Evening,2025-01-25 02:00:00,6927,73.56,12.9,37.83,130.97,381,8,278.88,32,3,72,2325,23.06
580,4,143,1071,D,Morning,2025-01-25 03:00:00,6553,82.45,12.87,44.65,140.06,300,12,212.63,45,8,99,3425,23.0
581,4,144,1018,D,Morning,2025-01-25 04:00:00,5056,77.94,10.65,41.93,109.31,345,4,342.19,54,4,76,607,23.07
582,5,141,1062,B,Morning,2025-01-25 05:00:00,5111,74.66,12.99,57.02,136.62,372,8,347.52,37,3,98,3845,16.16
583,1,146,1037,A,Morning,2025-01-25 06:00:00,5004,73.82,11.43,52.47,129.34,179,12,250.91,13,4,73,4216,24.82
584,1,112,1066,D,Morning,2025-01-25 07:00:00,6433,77.63,10.77,60.92,126.2,301,4,218.11,1,4,98,3977,27.96
585,3,121,1058,D,Evening,2025-01-25 08:00:00,6437,77.39,11.98,54.7,100.6,407,14,260.95,8,2,77,4914,20.6
586,5,120,1068,A,Evening,2025-01-25 09:00:00,6205,73.01,9.78,53.08,101.25,481,6,217.16,43,4,77,559,19.43
587,4,121,1012,D,Morning,2025-01-25 10:00:00,6036,75.46,13.4,71.03,107.54,229,13,288.0,4,9,75,1505,23.32
588,1,127,1046,D,Evening,2025-01-25 11:00:00,6362,79.48,11.92,56.78,115.1,457,15,256.65,33,4,82,4195,27.92
589,4,108,1060,A,Night,2025-01-25 12:00:00,6820,68.18,11.95,54.36,147.01,398,5,259.53,18,1,81,2136,18.62
590,1,125,1030,A,Morning,2025-01-25 13:00:00,6282,78.63,11.87,48.17,110.07,159,1,320.37,6,1,72,2777,35.68
591,1,108,1079,C,Night,2025-01-25 14:00:00,5089,77.61,14.47,45.59,131.57,387,15,225.24,38,1,75,1844,17.5
592,1,114,1095,B,Evening,2025-01-25 15:00:00,5615,80.93,14.28,61.16,113.03,127,18,226.84,41,5,91,3083,21.15
593,5,109,1021,B,Evening,2025-01-25 16:00:00,5890,71.42,14.03,60.69,127.09,51,4,284.33,16,6,88,2458,29.67
594,2,123,1092,A,Night,2025-01-25 17:00:00,5697,75.03,11.87,67.57,119.06,370,3,233.12,25,6,80,1331,28.84
595,4,141,1085,A,Evening,2025-01-25 18:00:00,6273,76.03,10.33,58.83,122.66,325,13,314.15,45,6,73,1277,28.4
596,5,107,1042,D,Morning,2025-01-25 19:00:00,6278,78.69,11.98,51.86,125.54,339,5,290.02,26,9,84,861,20.57
597,5,123,1066,C,Night,2025-01-25 20:00:00,6611,77.15,12.47,59.09,116.26,346,7,235.15,42,1,71,4878,21.52
598,5,115,1053,C,Morning,2025-01-25 21:00:00,5897,68.8,13.22,54.36,125.62,218,2,177.54,27,6,84,2454,19.72
599,5,148,1009,A,Night,2025-01-25 22:00:00,5970,76.46,12.47,61.92,138.51,289,3,191.91,19,8,86,4814,22.4
600,5,125,1041,D,Evening,2025-01-25 23:00:00,6131,85.02,10.46,65.67,108.69,72,0,230.73,5,8,71,3826,25.91
601,3,126,1063,D,Night,2025-01-26 00:00:00,5667,78.06,11.2,53.65,137.79,343,1,266.19,7,3,76,1643,19.69
602,4,136,1020,B,Night,2025-01-26 01:00:00,5593,83.19,11.06,69.06,116.02,221,12,294.09,31,5,95,3777,15.26
603,5,103,1079,B,Morning,2025-01-26 02:00:00,5588,80.22,12.81,64.51,114.44,372,8,241.31,18,4,85,2033,29.85
604,4,149,1075,D,Evening,2025-01-26 03:00:00,5484,81.81,12.85,55.14,130.49,367,11,214.44,31,1,74,3268,23.1
605,3,123,1065,B,Morning,2025-01-26 04:00:00,5981,76.55,13.04,60.37,114.88,445,9,244.37,18,9,85,3661,27.74
606,3,118,1040,A,Evening,2025-01-26 05:00:00,5971,77.61,12.45,57.44,124.79,335,9,250.81,23,5,94,4202,22.45
607,4,135,1023,D,Morning,2025-01-26 06:00:00,6281,76.28,8.91,55.18,123.39,392,17,302.2,23,2,88,3957,26.71
608,1,138,1034,B,Night,2025-01-26 07:00:00,5638,75.02,9.41,70.31,88.75,242,11,299.98,55,2,71,4117,35.63
609,2,109,1055,C,Morning,2025-01-26 08:00:00,5996,78.71,11.79,59.14,126.26,218,15,209.92,16,7,84,4544,18.28
610,1,124,1029,D,Evening,2025-01-26 09:00:00,6926,72.39,12.15,48.27,98.38,453,5,268.16,55,4,73,3064,20.11
611,1,117,1056,D,Evening,2025-01-26 10:00:00,5281,84.43,13.88,46.78,99.53,167,9,215.85,55,1,71,1130,19.5
612,1,118,1093,C,Night,2025-01-26 11:00:00,5985,70.36,12.12,47.1,125.5,55,14,216.98,17,5,96,2647,34.52
